0,0,0.0059569,0
0,0,0.0059569,0
0,0,0.0059569,0
0,0,0.0059569,0
0,0,0.0058775,0
0,0,0.0058775,0
0,0,0.0058775,0
0,0,0.0058775,0
0,0,0.0058775,0
0,0,0.0058775,0
0,0,0.0057981,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0055598,0
0,0,0.0055598,0
0,0,0.0055598,0
0,0,0.0055598,0
0,0,0.0055598,0
0,0,0.0055598,0
0,0,0.0055598,0
0,0,0.0055598,0
0,0,0.0055598,0
0,0,0.0055598,0
0,0,0.0056392,0
0,0,0.0079426,0
0,0,0.012708,0
0,0,0.0076249,0
0,0,0.0046861,0
0,0,0.0046861,0
0,0,0.0054009,0
0,0,0.0059569,0
0,0,0.0065129,0
0,0,0.0062746,0
0,0,0.0055598,0
0,0,0.0052421,0
0,0,0.0066717,0
0,0,0.0062746,0
0,0,0.0060363,0
0,0,0.0060363,0
0,0,0.0059569,0
0,0,0.0059569,0
0,0,0.0058775,0
0,0,0.0058775,0
0,0,0.0058775,0
0,0,0.0058775,0
0,0,0.0058775,0
0,0,0.0058775,0
0,0,0.0057981,0
0,0,0.0057981,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0050832,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0056392,0
0,0,0.0050832,0
0,0,0.0050038,0
0,0,0.0050038,0
0,0,0.0056392,0
0,0,0.0050038,0
0,0,0.0050038,0
0,0,0.0050038,0
0,0,0.0050038,0
0,0,0.0050038,0
0,0,0.0050038,0
0,0,0.0050038,0
0,0,0.0050038,0
